"","repo_name","path"
"118","ropensci/coder","Alive_3-Dead_2-Alive_3-Dead_2-Alive_4-Zombie_1-Alive_5-Dead_2-Alive_6-Dead_7-Alive_6-Dead_2-Alive_6-Zombie_1-Alive_2-Dead_2-Alive_3-Dead_2-Alive_3-Zombie_3-Dead_2-Alive_3-Dead_2-Alive_4-Dead_2-Zombie_4-Alive_1-Dead_2-Alive_1-Dead_2-Alive_2-Zombie_2-Alive_7-Dead_4-Alive_7-Dead"
"119","ropensci/coordinatecleaner","Alive_2-Dead_2-Alive_2-Dead_3-Alive_2-Dead_7-Alive_13-Zombie_1-Alive_7-Zombie_3-Dead_2-Zombie_3-Alive_1-Dead_3-Zombie_2-Alive_2-Zombie_1-Alive_1-Dead_2-Alive_1-Zombie_2-Dead_3-Zombie_4-Dead_3-Zombie_4-Dead"
"120","ropensci/crul","Alive_9-Zombie_2-Alive_6-Zombie_1-Alive_1-Zombie_1-Alive_2-Dead_2-Alive_13-Dead_3-Alive_14-Dead_2-Alive_15-Zombie_2-Alive_2-Dead_2-Alive_3-Zombie_1-Alive_1-Dead_2-Alive_1-Dead_3-Alive_2-Zombie_1-Alive_1-Dead_2-Zombie_1"
"121","ropensci/dbhydror","Alive_1-Dead_2-Alive_2-Dead_2-Alive_7-Dead_2-Zombie_7-Alive_1-Dead_2-Alive_1-Dead_3-Alive_2-Dead_2-Alive_4-Dead_5-Alive_4-Dead_2-Alive_4-Dead_7-Alive_4-Dead_6-Alive_4-Dead_18-Alive_4-Zombie_2-Alive_1-Dead_3-Alive_1-Dead"
"122","ropensci/fauxpas","Alive_1-Zombie_1-Dead_6-Alive_1-Dead_14-Alive_4-Dead_6-Alive_5-Dead_13-Alive_5-Dead_4-Alive_5-Dead_7-Alive_5-Dead"
"123","ropensci/geojson","Alive_1-Dead_2-Zombie_1-Alive_6-Dead_2-Alive_6-Zombie_1-Dead_2-Alive_1-Zombie_1-Dead_2-Alive_1-Zombie_1-Alive_2-Dead_2-Alive_2-Dead_7-Alive_2-Dead_2-Alive_2-Dead_2-Alive_3-Dead_2-Alive_3-Dead_3-Alive_3-Dead_6-Alive_3-Dead_6-Alive_3-Dead_8-Zombie_3-Dead"
"124","ropensci/geojsonlint","Alive_3-Zombie_1-Dead_3-Alive_2-Dead_3-Zombie_2-Alive_1-Dead_8-Zombie_1-Dead_2-Alive_1-Dead_2-Zombie_1-Dead_2-Alive_1-Dead_3-Alive_1-Dead_2-Zombie_1-Dead_3-Zombie_1-Alive_1-Dead_10-Alive_1-Dead_2-Alive_1-Dead_9-Alive_1-Dead"
"125","ropensci/getcrucldata","Alive_1-Dead_2-Alive_14-Dead_2-Alive_17-Dead_2-Alive_21-Dead_4-Alive_21-Dead_2-Alive_21-Dead_2-Alive_21-Dead_4-Alive_21-Dead_3-Alive_21-Dead_3-Alive_23-Dead_2-Alive_23-Dead_2-Alive_23-Dead"
"126","ropensci/ghql","Alive_2-Zombie_2-Dead_2-Alive_3-Dead_9-Alive_3-Dead_2-Alive_3-Zombie_3-Alive_2-Zombie_1-Alive_1-Dead_2-Alive_1-Dead_6-Zombie_2-Dead_3-Zombie_2-Dead_3-Alive_2-Dead_2-Alive_3-Dead_3-Alive_6-Dead_2-Alive_6-Dead_2-Alive_7-Dead_6-Alive_7-Dead"
"127","ropensci/graphql","Alive_2-Dead_2-Alive_3-Dead_2-Alive_3-Dead_2-Alive_4-Zombie_1-Dead_2-Alive_1-Dead_8-Zombie_1-Dead_6-Alive_2-Dead_12-Alive_2-Dead"
"128","ropensci/gtfsr","Alive_5-Dead_2-Alive_6-Zombie_1-Dead_2-Alive_2-Zombie_1-Dead_2-Alive_3-Zombie_1-Dead_3-Alive_1-Dead_3-Alive_3-Zombie_1-Alive_4-Dead_9-Alive_4-Dead_5-Zombie_4-Alive_1-Dead_5-Alive_1-Zombie_1-Dead_7-Zombie_1-Dead"
"129","ropensci/gutenbergr","Alive_3-Zombie_1-Dead_4-Zombie_1-Dead_3-Zombie_1-Alive_2-Zombie_1-Alive_2-Zombie_2-Dead_4-Alive_2-Zombie_1-Dead_3-Zombie_1-Dead_2-Alive_2-Dead_4-Alive_2-Dead_2-Alive_2-Zombie_2-Alive_1-Dead_3-Zombie_1-Alive_1-Zombie_1-Dead_2-Alive_1-Dead_5-Zombie_3-Dead_2-Alive_3-Dead_4-Zombie_3-Dead_3-Zombie_4-Dead"
"130","ropensci/hunspell","Alive_2-Zombie_1-Alive_8-Zombie_1-Alive_4-Dead_2-Alive_8-Dead_2-Zombie_8-Dead_3-Alive_8-Zombie_1-Dead_6-Alive_1-Zombie_1-Dead_2-Zombie_1-Dead_2-Alive_1-Dead_6-Alive_2-Dead_9-Alive_2-Dead_3-Alive_2-Dead_2-Alive_3-Dead_3-Zombie_3-Dead"
"131","ropensci/isdparser","Alive_4-Dead_2-Alive_5-Dead_2-Alive_5-Dead_7-Alive_5-Dead_9-Alive_5-Zombie_1-Dead_7-Alive_1-Dead_3-Alive_1-Dead_3-Alive_3-Dead_9-Alive_3-Dead"
"132","ropensci/jaod","Alive_1-Dead_11-Alive_3-Dead_3-Alive_3-Dead_2-Alive_3-Dead_5-Alive_3-Dead_2-Alive_4-Dead_9-Zombie_4-Alive_1-Dead_3-Alive_1-Dead_6-Alive_2-Dead_4-Alive_3-Dead"
"133","ropensci/jsonld","Alive_2-Dead_2-Alive_3-Dead_4-Zombie_3-Dead_2-Alive_4-Zombie_1-Dead_2-Zombie_1-Dead_2-Alive_2-Dead_9-Alive_2-Dead_3-Alive_2-Zombie_1-Dead_3-Alive_1-Dead_3-Alive_1-Dead_5-Alive_2-Dead"
"134","ropensci/jsonvalidate","Alive_3-Dead_9-Alive_3-Dead_3-Zombie_5-Dead_5-Alive_6-Dead_3-Alive_8-Dead_4-Alive_8-Dead_2-Alive_9-Zombie_1-Dead_2-Alive_6-Dead_4-Alive_6-Zombie_1-Alive_1-Dead_3-Zombie_1-Dead_2-Zombie_1-Alive_1-Dead_5-Alive_1-Dead_3-Alive_2-Dead"
"135","ropensci/lingtypology","Alive_2-Dead_2-Alive_24-Dead_2-Zombie_24-Alive_1-Dead_8-Alive_4-Zombie_1-Alive_6-Zombie_1-Alive_1-Dead_2-Zombie_1-Dead_2-Alive_9-Dead_4-Alive_9"
"136","ropensci/magick","Alive_7-Zombie_1-Alive_2-Zombie_1-Alive_7-Zombie_1-Alive_22-Zombie_1-Alive_2-Zombie_1-Alive_8-Zombie_1-Alive_5-Zombie_2-Alive_2-Zombie_1"
"137","ropensci/natserv","Alive_1-Dead_3-Alive_2-Dead_9-Alive_2-Dead_3-Alive_2-Dead_6-Zombie_2-Alive_1-Zombie_1-Alive_1-Zombie_1-Dead_2-Alive_1-Dead_11-Alive_1-Dead_3-Alive_3-Dead_6-Alive_3-Dead_4-Zombie_3-Dead_2-Alive_3-Dead"
"138","ropensci/opencage","Alive_4-Dead_2-Alive_4-Dead_3-Alive_4-Zombie_1-Dead_4-Alive_3-Dead_5-Zombie_3-Alive_5-Zombie_2-Alive_3-Zombie_1-Alive_3-Dead_3-Alive_6-Dead_2-Alive_6-Dead_2-Alive_8-Dead_4-Alive_10-Dead_2-Alive_15-Zombie_1-Dead_2-Alive_1-Dead_2-Alive_1-Dead"
"139","ropensci/osmdata","Alive_1-Dead_2-Alive_6-Dead_2-Alive_23-Zombie_1-Alive_2-Zombie_1-Alive_23-Dead_2-Alive_23-Zombie_1-Alive_2-Zombie_1-Alive_5-Zombie_1-Alive_4"
"140","ropensci/osmplotr","Alive_8-Dead_2-Alive_8-Dead_2-Alive_8-Dead_3-Alive_8-Dead_2-Zombie_8-Alive_6-Dead_6-Alive_6-Dead_2-Alive_6-Dead_2-Alive_6-Dead_2-Alive_7-Dead_2-Alive_7-Dead_2-Alive_7-Dead_2-Alive_7-Dead_3-Alive_7-Dead_2-Alive_8-Dead_2-Alive_8-Dead_9-Zombie_8-Dead_2-Zombie_8-Dead_2-Alive_8-Dead_2-Alive_8-Dead"
"141","ropensci/pdftools","Alive_3-Zombie_1-Alive_3-Zombie_3-Alive_1-Zombie_1-Dead_2-Alive_2-Dead_2-Alive_2-Zombie_1-Alive_1-Zombie_1-Dead_2-Alive_1-Zombie_2-Alive_2-Zombie_1-Alive_1-Zombie_1-Alive_1-Zombie_4-Alive_4-Zombie_1-Alive_2-Zombie_1-Alive_1-Dead_2-Zombie_1-Alive_2-Dead_2-Zombie_3-Alive_2-Zombie_4-Alive_2-Zombie_2-Alive_1-Zombie_2-Alive_1-Dead_2-Zombie_1-Dead_2-Alive_1-Zombie_1"
"142","ropensci/phylocomr","Alive_6-Zombie_1-Alive_2-Dead_3-Alive_2-Dead_2-Alive_3-Dead_3-Alive_3-Dead_2-Alive_4-Zombie_1-Alive_1-Dead_2-Alive_1-Dead_7-Alive_2-Dead_4-Alive_3-Dead_15-Alive_3-Dead"
"143","ropensci/phylotar","Alive_6-Dead_8-Alive_21-Zombie_1-Alive_1-Zombie_1-Dead_3-Zombie_2-Dead_2-Alive_7-Zombie_2-Alive_3-Zombie_1-Dead_6-Zombie_2-Dead_3-Zombie_2-Dead"
"144","ropensci/postcodesior","Alive_2-Dead_2-Alive_2-Dead_4-Alive_2-Dead_4-Alive_4-Dead_4-Alive_8-Dead_15-Alive_9-Zombie_1-Dead_2-Alive_2-Dead_2-Alive_3-Dead_4-Zombie_3-Dead_5-Alive_4-Dead_3-Zombie_4-Dead_3-Zombie_4-Dead_3-Zombie_4"
"145","ropensci/qualtrics","Alive_3-Zombie_1-Alive_7-Zombie_1-Alive_2-Zombie_1-Alive_5-Zombie_1-Alive_1-Zombie_1-Alive_1-Zombie_1-Alive_1-Zombie_2-Alive_9-Zombie_1-Dead_2-Zombie_1-Alive_6-Zombie_2-Alive_9-Zombie_1-Alive_2-Zombie_1"
"146","ropensci/rbace","Alive_3-Dead_2-Alive_3-Dead_3-Alive_3-Dead_7-Alive_3-Dead_2-Alive_3-Dead_15-Alive_3-Dead_6-Alive_3-Dead_7-Alive_7-Dead_6-Zombie_7-Dead"
"147","ropensci/rcoreoa","Alive_1-Dead_2-Alive_1-Dead_10-Alive_4-Dead_5-Alive_4-Dead_2-Alive_4-Dead_6-Alive_6-Dead_9-Alive_7-Zombie_1-Dead_4-Alive_1-Dead_3-Alive_2-Dead_3-Alive_2-Dead_5-Alive_2-Dead"
"148","ropensci/rdefra","Alive_3-Dead_2-Alive_3-Dead_2-Alive_5-Dead_3-Alive_5-Dead_2-Alive_5-Dead_3-Zombie_5-Alive_2-Dead_5-Alive_3-Dead_5-Alive_4-Dead_7-Zombie_4-Dead_2-Zombie_4-Dead_2-Alive_4-Dead_5-Alive_4-Dead_2-Alive_4-Dead_2-Alive_4-Dead_10-Alive_4-Dead_2-Alive_4-Dead"
"149","ropensci/refimpact","Alive_1-Dead_2-Zombie_1-Dead_2-Alive_3-Dead_3-Alive_4-Dead_10-Alive_4-Dead_19-Alive_4-Dead_5-Zombie_4-Dead"
"150","ropensci/riem","Alive_4-Dead_2-Alive_4-Dead_3-Alive_4-Dead_2-Alive_4-Dead_5-Alive_4-Dead_4-Zombie_4-Dead_6-Alive_4-Dead_4-Alive_4-Dead_3-Alive_4-Dead_2-Alive_5-Dead_6-Zombie_5-Dead_3-Alive_5-Dead_4-Alive_5-Dead_2-Zombie_5-Alive_1-Zombie_2-Alive_1-Dead_4-Alive_1-Dead_2-Alive_1-Dead"
"151","ropensci/rnaturalearthdata","Alive_2-Dead_3-Alive_2-Dead_4-Alive_2-Dead_4-Alive_2-Dead_17-Alive_2-Dead_17-Alive_2-Dead_7-Alive_2-Dead_11-Zombie_3-Dead"
"152","ropensci/rnaturalearthhires","Alive_2-Dead_3-Alive_2-Dead_8-Alive_3-Dead_16-Alive_3-Dead_16-Zombie_3-Alive_1-Zombie_1-Dead_6-Zombie_2-Dead_3-Zombie_3-Dead_4-Zombie_8"
"153","ropensci/roadoi","Alive_1-Dead_2-Alive_13-Zombie_1-Alive_1-Dead_2-Alive_2-Dead_3-Alive_2-Dead_3-Alive_2-Dead_10-Alive_3-Dead_2-Alive_3-Dead_6-Alive_4-Dead_6-Alive_4-Dead_6-Alive_4-Dead_2-Alive_4"
"154","ropensci/rredlist","Alive_4-Dead_2-Alive_4-Dead_2-Alive_7-Dead_2-Alive_8-Dead_2-Alive_8-Dead_2-Zombie_8-Dead_2-Alive_8-Zombie_3-Dead_2-Alive_3-Dead_2-Alive_5-Dead_2-Alive_5-Zombie_1-Dead_2-Zombie_1-Alive_1-Dead_2-Alive_1-Zombie_1-Dead_4-Alive_1-Dead_2-Zombie_1-Dead_4-Alive_4-Dead_2-Alive_4-Dead_2-Alive_4-Dead_3-Alive_5-Zombie_1-Dead_6-Zombie_2-Dead"
"155","ropensci/rrricanes","Alive_2-Dead_3-Alive_2-Dead_2-Alive_4-Zombie_1-Alive_2-Dead_3-Alive_2-Dead_2-Alive_2-Dead_2-Alive_2-Dead_2-Zombie_2-Alive_1-Dead_2-Alive_1-Dead_2-Alive_2-Dead_5-Alive_2-Dead_6-Alive_2-Dead_10-Alive_2-Dead"
"156","ropensci/smapr","Alive_3-Dead_2-Alive_4-Dead_2-Alive_4-Dead_2-Alive_4-Dead_3-Alive_4-Dead_2-Alive_4-Dead_2-Alive_5-Dead_7-Alive_9-Dead_2-Alive_10-Dead_3-Alive_12-Dead_2-Zombie_13-Dead_2-Alive_15-Dead_5-Alive_15-Dead_2-Zombie_16-Dead_4-Zombie_16-Dead_2-Alive_16-Dead_2-Zombie_16-Dead_4-Zombie_16-Dead"
"157","ropensci/tabulizer","Alive_3-Zombie_1-Alive_1-Zombie_3-Alive_1-Zombie_1-Alive_3-Zombie_2-Alive_1-Zombie_2-Alive_1-Zombie_3-Alive_5-Zombie_4-Dead_2-Zombie_9-Alive_1-Zombie_1-Alive_1-Zombie_4-Alive_1-Zombie_5-Alive_1-Zombie_1-Dead_2-Alive_2-Zombie_7-Alive_1-Zombie_3"
"158","ropensci/tabulizerjars","Zombie_1-Dead_4-Zombie_1-Dead_2-Alive_1-Zombie_1-Dead_3-Alive_2-Dead_2-Alive_2-Dead_6-Alive_3-Dead_4-Zombie_3-Dead_16-Alive_3-Dead"
"159","ropensci/taxa","Alive_2-Dead_4-Alive_4-Dead_2-Alive_24-Zombie_1-Alive_4-Zombie_1-Alive_2-Dead_2-Alive_3-Dead_2-Alive_4-Zombie_1-Alive_3-Zombie_1-Alive_1-Dead_3-Zombie_1-Alive_3-Dead_3-Zombie_3-Dead_5-Alive_4-Dead"
"160","ropensci/taxizedb","Alive_2-Dead_4-Alive_2-Dead_6-Alive_2-Dead_2-Alive_4-Dead_4-Zombie_4-Alive_10-Dead_5-Alive_10-Dead_5-Alive_12-Dead_4-Alive_12-Dead_3-Alive_12-Dead_5-Alive_13-Zombie_2-Dead_2-Alive_2-Dead_2-Zombie_2-Alive_1-Zombie_1-Dead_2-Zombie_1-Dead"
"161","ropensci/tesseract","Alive_1-Dead_8-Alive_2-Zombie_2-Alive_1-Dead_2-Zombie_2-Dead_2-Alive_2-Zombie_1-Alive_1-Zombie_1-Alive_6-Dead_2-Alive_7-Zombie_1-Alive_1-Zombie_2-Alive_1-Zombie_5-Alive_2-Dead_3-Alive_2-Dead_2-Zombie_3-Dead_2-Alive_4-Zombie_1-Dead_2-Alive_1-Zombie_1-Dead_2-Zombie_1-Dead_2-Alive_2-Dead_2-Zombie_2-Alive_1-Zombie_1-Dead_2-Zombie_1-Alive_1"
"162","ropensci/tic","Alive_5-Zombie_1-Dead_4-Alive_1-Zombie_1-Alive_2-Zombie_1-Alive_15-Dead_2-Alive_15-Zombie_1-Alive_5-Dead_2-Alive_21-Dead_2-Alive_22-Dead_2-Alive_23-Dead"
"163","ropensci/tokenizers","Alive_3-Zombie_1-Dead_2-Alive_1-Zombie_3-Dead_2-Zombie_3-Alive_3-Zombie_1-Dead_2-Alive_1-Zombie_1-Dead_2-Zombie_4-Dead_2-Alive_5-Zombie_1-Alive_2-Dead_3-Alive_2-Dead_11-Alive_2-Dead_2-Zombie_2-Alive_1-Dead_6-Alive_1-Dead_13-Alive_1-Dead"
"164","ropensci/visdat","Alive_5-Dead_2-Zombie_5-Alive_1-Dead_2-Zombie_1-Alive_4-Dead_3-Alive_9-Zombie_1-Alive_1-Zombie_1-Alive_8-Dead_2-Alive_9-Zombie_1-Alive_5-Dead_3-Zombie_5-Alive_3-Dead_5-Zombie_5-Dead_4-Zombie_6-Dead_2-Alive_6-Dead_3-Zombie_6-Dead_2-Alive_8"
"165","ropensci/weathercan","Alive_2-Dead_6-Zombie_2-Dead_2-Alive_6-Dead_2-Alive_12-Dead_2-Alive_15-Zombie_1-Alive_2-Zombie_2-Alive_2-Dead_2-Alive_3-Dead_2-Alive_9-Zombie_1-Alive_1-Zombie_1-Alive_5-Dead_2-Alive_6-Zombie_2-Alive_5-Zombie_1"
"166","ropensci/wicket","Alive_4-Dead_3-Alive_4-Dead_2-Zombie_5-Dead_2-Zombie_5-Alive_1-Dead_6-Alive_1-Zombie_1-Dead_4-Alive_1-Dead_3-Alive_1-Dead_4-Alive_1-Dead_5-Alive_2-Zombie_1-Dead"
"167","ropensci/wikitaxa","Alive_1-Dead_6-Alive_1-Dead_3-Alive_4-Dead_2-Alive_4-Dead_4-Alive_5-Dead_3-Alive_6-Dead_2-Zombie_6-Dead_3-Alive_6-Dead_3-Alive_6-Dead_5-Alive_6-Dead_6-Alive_6-Dead_3-Alive_6-Dead_3-Alive_6-Dead"
"168","ropensci/worrms","Alive_2-Dead_2-Zombie_2-Dead_3-Alive_2-Dead_2-Alive_2-Dead_3-Alive_4-Dead_2-Alive_6-Dead_2-Zombie_6-Alive_4-Dead_2-Alive_4-Dead_4-Zombie_4-Alive_1-Dead_4-Alive_4-Dead_4-Alive_4-Dead_2-Alive_4-Dead_4-Alive_4-Dead_6-Alive_4-Dead_2-Zombie_4-Dead_3-Zombie_4"
"169","ropensci/xslt","Alive_2-Dead_2-Alive_2-Dead_2-Alive_2-Dead_4-Alive_2-Dead_2-Alive_2-Dead_5-Alive_3-Dead_4-Alive_3-Dead_11-Alive_3-Dead_3-Alive_3-Dead_5-Alive_4-Dead_12-Alive_4-Dead"
"170","rstudio/tufte","Alive_3-Zombie_6-Alive_3-Zombie_1-Dead_2-Zombie_3-Alive_2-Zombie_1-Alive_2-Zombie_1-Alive_2-Zombie_3-Alive_3-Zombie_4-Dead_5-Zombie_4-Alive_1-Zombie_2-Alive_1-Zombie_5-Alive_2-Zombie_1-Alive_1-Zombie_1-Dead_2-Alive_6-Zombie_3-Alive_2-Dead_2-Zombie_3"
"171","scientific-computing-solutions/eventprediction","Alive_1-Dead_5-Alive_1-Dead"
"172","scientific-computing-solutions/informativecensoring","Alive_2-Dead_6-Alive_3-Dead_40-Zombie_3-Dead"
"173","sciviews/svgui","Alive_1-Dead_21-Alive_2-Dead_3-Alive_2-Dead_24-Alive_3-Dead_11-Alive_3-Dead"
"174","sciviews/svmisc","Alive_1-Dead_20-Alive_5-Dead_3-Alive_5-Dead_20-Zombie_6-Alive_2-Dead_5-Zombie_2-Alive_1-Dead_5-Alive_1-Dead_2-Alive_1-Dead_2-Alive_1-Dead_2-Alive_1"
"175","sciviews/svunit","Alive_1-Dead_21-Alive_1-Dead_3-Alive_1-Dead_25-Alive_2-Dead_11-Alive_2-Dead"
"176","sckott/apipkgen","Alive_2-Zombie_1-Dead_2-Zombie_1-Dead_13-Alive_1-Dead_2-Alive_1-Dead_4-Alive_1-Dead_5-Zombie_1-Dead_8-Alive_2-Dead_18-Alive_2-Dead"
"177","sckott/aspacer","Alive_2-Dead_15-Alive_3-Dead_5-Alive_3-Dead_32-Alive_3-Dead"
"178","sckott/atomize","Alive_2-Dead_52-Alive_2-Dead"
"179","sckott/geoops","Alive_1-Dead_4-Alive_1-Dead_3-Alive_1-Dead_3-Alive_2-Dead_3-Alive_4-Dead_2-Alive_4-Dead_2-Alive_5-Dead_2-Alive_5-Dead_3-Alive_5-Dead_12-Alive_5-Dead_6-Alive_5-Dead_5-Alive_5-Dead_7-Alive_5-Dead"
"180","sckott/phyrmeta","Alive_2-Dead_46-Alive_2-Dead_2-Alive_2-Dead"
"181","sckott/ridb","Alive_1-Dead_3-Zombie_2-Dead"
"182","sckott/scatrr","Alive_1-Dead_12-Alive_1-Dead"
"183","simongrund1/mitml","Alive_1-Dead_2-Alive_1-Dead_2-Alive_5-Dead_3-Alive_7-Dead_2-Alive_7-Dead_2-Alive_9-Dead_3-Alive_9-Dead_5-Alive_10-Dead_4-Zombie_10-Dead_7-Zombie_10-Dead_4-Zombie_11-Dead_4-Zombie_12-Dead_3-Alive_13-Dead_2-Zombie_13-Dead_4-Zombie_13-Alive_2"
"184","stan-dev/bayesplot","Alive_13-Zombie_1-Alive_6-Zombie_1-Alive_9-Zombie_1-Dead_2-Alive_1-Zombie_1-Alive_5-Dead_2-Alive_5-Dead_2-Alive_7-Dead_3-Alive_18-Zombie_1-Alive_3-Zombie_2-Alive_1"
"185","stan-dev/projpred","Alive_1-Dead_2-Alive_10-Dead_3-Alive_10-Dead_2-Alive_11-Dead_2-Alive_21-Dead_4-Alive_21-Dead_2-Alive_24-Zombie_1-Alive_1-Dead_3-Alive_22"
"186","stan-dev/rstantools","Alive_6-Dead_2-Zombie_7-Alive_3-Zombie_1-Dead_2-Alive_1-Zombie_2-Alive_3-Zombie_2-Alive_3-Zombie_1-Alive_2-Dead_2-Alive_5-Zombie_1-Alive_3-Dead_5-Zombie_3-Dead_2-Alive_6-Zombie_1-Alive_1-Dead_2-Alive_1-Dead_4-Alive_7"
"187","statsmaths/cleannlp","Alive_2-Dead_5-Alive_5-Zombie_1-Alive_3-Zombie_1-Alive_5-Zombie_1-Dead_2-Zombie_1-Alive_4-Dead_2-Alive_4-Dead_2-Alive_4-Zombie_4-Alive_3-Zombie_3-Alive_1-Zombie_2-Dead_2-Alive_2-Zombie_1-Dead_2-Alive_1-Zombie_1-Dead_3-Zombie_2-Dead_5-Alive_2-Dead"
"188","teramonagi/fitbitr","Alive_5-Dead_3-Alive_7-Dead_9-Zombie_7-Alive_1-Zombie_1-Alive_2-Dead_5-Zombie_2-Alive_1-Zombie_1-Dead_4-Alive_1-Dead_2-Zombie_1-Dead_4-Alive_1-Dead_7-Zombie_1-Dead_7-Zombie_1-Dead_5-Alive_1-Dead_4-Zombie_1-Dead_2-Zombie_1-Dead"
"189","teramonagi/oandar","Alive_3-Dead_3-Alive_4-Dead"
"190","tertiarycourses/rstatisticstraining","Alive_1-Dead_6-Alive_1-Dead_3-Alive_1-Dead_25-Alive_1-Dead_15-Alive_1-Dead"
"191","thekvs/tarantoolr","Alive_1-Dead_3-Alive_1-Dead_3-Alive_1-Dead_7-Alive_1-Dead_5-Alive_1-Dead"
"192","thinkr-open/thinkr","Alive_2-Dead_2-Alive_3-Dead_5-Alive_4-Dead_5-Alive_4-Dead_6-Alive_4-Dead_4-Alive_4-Dead_9-Alive_4-Dead_2-Alive_4-Dead_6-Alive_4-Dead_8-Alive_4-Dead_8-Alive_4-Zombie_1-Dead_2-Zombie_1-Alive_1-Dead_3-Zombie_1"
"193","trinity-automata-research/dsmodels","Alive_2-Dead_6-Zombie_2-Alive_2-Zombie_3-Dead_2-Zombie_3-Dead_2-Alive_3-Dead_3-Alive_5-Dead_6-Zombie_5-Dead_4-Alive_7-Dead"
"194","uribo/jpndistrict","Alive_2-Dead_7-Alive_2-Dead_3-Zombie_2-Dead_2-Alive_2-Dead_3-Alive_2-Dead_2-Alive_6-Dead_2-Alive_6-Dead_3-Alive_6-Dead_3-Alive_8-Dead_6-Alive_8-Dead_2-Alive_9-Dead_2-Alive_9-Dead_5-Alive_10-Dead_2-Alive_10-Dead"
"195","uscbiostats/aphylo","Alive_15-Dead_2-Alive_17-Dead_2-Alive_20-Dead_2-Alive_29-Dead_3-Alive_34-Dead_3-Alive_37-Dead_3-Alive_37-Dead_3-Alive_37-Dead_2-Alive_37-Dead"
"196","verbal-autopsy-software/tariff","Alive_1-Dead_26-Alive_1-Dead_3-Alive_7-Dead_2-Alive_8-Dead_3-Alive_8-Dead"
"197","vertesy/roxygenready","Alive_2-Dead_5-Alive_2-Dead_3-Alive_2-Dead_5-Alive_2-Dead_35-Alive_2-Zombie_1-Dead_8-Alive_1-Dead"
"198","walterxie/tracer","Alive_1-Dead_48-Alive_1-Dead_8-Alive_1-Dead_6-Alive_2-Dead"
"199","zedoul/buildr","Alive_3-Dead_14-Alive_3-Dead_4-Alive_3-Dead"
